Index,Operation,Property Type,Place with Parent Names,Latitude,Longitude,Price,Currency,Price Approx (Local Currency),Price Approx (USD),Surface Total (m2),Surface Covered (m2),Price USD per m2,Price per m2,Floor,Rooms,Expenses,Property URL
352,Sale,Villa,Donholm,-1.486751419,36.6098534,10359055,KES,10359055,73573.9889,101,37,728.4553357,102564.901,1,1,1590,https://example.com/property/352
353,Sale,Studio,South B,-1.397465279,36.51026041,19691493,KES,19691493,165591.9251,80,67,2069.899064,246143.6625,2,1,8379,https://example.com/property/353
354,Rent,Townhouse,Mombasa Road,-1.310128101,36.91330917,21476876,KES,21476876,205678.0999,82,79,2508.269511,261913.122,3,4,4056,https://example.com/property/354
355,Rent,Villa,Ngara,-1.479291138,36.68279785,9110845,USD,9110845,77796.47949,190,112,409.4551552,47951.81579,5,5,3206,https://example.com/property/355
356,Sale,House,Donholm,-1.498300256,36.67684834,20122646,USD,20122646,134988.6529,195,85,692.2495019,103193.0564,1,5,3708,https://example.com/property/356
357,Rent,House,Ruiru,-1.218872691,36.65123951,21635061,KES,21635061,164544.9745,218,204,754.7934608,99243.39908,4,3,6981,https://example.com/property/357
358,Rent,Villa,Kileleshwa,-1.253422009,36.98768664,22282581,USD,22282581,184446.1648,107,39,1723.795932,208248.4206,4,3,6722,https://example.com/property/358
359,Sale,Townhouse,Runda,-1.257245049,36.58505771,13328591,USD,13328591,123040.4252,233,131,528.0704946,57204.25322,5,5,1747,https://example.com/property/359
360,Sale,House,Upper Hill,-1.234672717,36.94911903,18380463,KES,18380463,123103.6489,201,107,612.4559647,91445.08955,5,2,9992,https://example.com/property/360
361,Rent,Studio,Donholm,-1.289989718,36.88840167,17152098,USD,17152098,121609.4725,250,206,486.43789,68608.392,4,4,7553,https://example.com/property/361
362,Sale,House,Gikambura,-1.468678761,36.53823998,11135340,USD,11135340,97615.17231,177,112,551.4981486,62911.52542,1,4,2497,https://example.com/property/362
363,Sale,Apartment,Ruiru,-1.380269944,36.99336455,3847405,KES,3847405,37171.76157,80,59,464.6470197,48092.5625,3,2,2379,https://example.com/property/363
364,Rent,Apartment,Kileleshwa,-1.283055154,36.63568298,17027591,USD,17027591,165587.6631,104,34,1592.189069,163726.8365,5,2,9871,https://example.com/property/364
365,Sale,Townhouse,Parklands,-1.415899662,36.54929146,13680555,USD,13680555,129038.8227,282,148,457.5844775,48512.60638,5,5,8360,https://example.com/property/365
366,Sale,Villa,Lavington,-1.293778091,36.91465712,18508918,USD,18508918,143437.2544,59,36,2431.139906,313710.4746,5,3,4770,https://example.com/property/366
367,Rent,Townhouse,Nairobi Central,-1.492650466,36.85333777,20010678,KES,20010678,136649.3303,237,60,576.5794526,84433.24051,2,2,4342,https://example.com/property/367
368,Rent,Townhouse,Kileleshwa,-1.408158798,36.8086094,9342869,KES,9342869,74840.44131,179,52,418.1030241,52194.79888,1,3,2546,https://example.com/property/368
369,Sale,Townhouse,Kilimani,-1.335260899,36.57799043,22763284,USD,22763284,160138.7303,279,77,573.9739439,81588.83154,1,1,4126,https://example.com/property/369
370,Sale,Townhouse,South B,-1.310373051,36.73924806,21746137,USD,21746137,177818.0299,64,35,2778.406717,339783.3906,1,4,6889,https://example.com/property/370
371,Rent,Studio,Parklands,-1.326887801,36.89027801,6401447,USD,6401447,47267.85711,52,35,908.997252,123104.75,1,5,7208,https://example.com/property/371
372,Rent,Studio,Nairobi Central,-1.290673117,36.65181197,14038804,KES,14038804,102777.8769,92,70,1117.150836,152595.6957,1,4,9875,https://example.com/property/372
373,Rent,House,Runda,-1.498173376,36.65584491,15176872,KES,15176872,139623.9685,208,129,671.2690793,72965.73077,4,5,2295,https://example.com/property/373
374,Rent,Apartment,South B,-1.46971764,36.50157045,15088965,KES,15088965,127806.7286,247,56,517.4361482,61088.92713,5,1,2385,https://example.com/property/374
375,Sale,Townhouse,Donholm,-1.239316724,36.5871217,19650902,USD,19650902,149022.7576,116,104,1284.678945,169404.3276,4,4,1942,https://example.com/property/375
376,Rent,House,Kileleshwa,-1.295475407,36.93770281,21541910,USD,21541910,208064.3771,105,98,1981.565496,205161.0476,2,1,4280,https://example.com/property/376
377,Rent,Apartment,Gikambura,-1.466120507,36.72087325,21584470,USD,21584470,182799.938,112,86,1632.142304,192718.4821,3,5,2033,https://example.com/property/377
378,Sale,Villa,Mombasa Road,-1.247377669,36.99211725,16239647,USD,16239647,128133.5839,252,46,508.4666026,64443.04365,5,2,3786,https://example.com/property/378
379,Rent,Studio,Westlands,-1.427330635,36.69785398,8002828,USD,8002828,53419.41512,64,36,834.6783613,125044.1875,2,4,3233,https://example.com/property/379
380,Sale,Apartment,Lavington,-1.356522035,36.85759323,3131562,KES,3131562,25310.32149,158,76,160.1919081,19820.01266,4,1,2620,https://example.com/property/380
381,Rent,Villa,Juja,-1.456441046,36.64095952,9933966,USD,9933966,70552.3138,165,108,427.5897806,60205.85455,3,4,4535,https://example.com/property/381
382,Rent,Apartment,Parklands,-1.286966983,36.68190482,15841272,USD,15841272,130270.0143,141,139,923.9008106,112349.4468,2,4,4205,https://example.com/property/382
383,Rent,Studio,Runda,-1.299943674,36.59536299,18039078,USD,18039078,129016.8634,187,42,689.929751,96465.65775,3,4,3882,https://example.com/property/383
384,Sale,Studio,Parklands,-1.436666259,36.67353118,13782554,KES,13782554,106206.9461,215,168,493.9857959,64104.90233,2,3,1170,https://example.com/property/384
385,Sale,House,Embakasi,-1.24097977,36.77361876,3360306,USD,3360306,23282.14028,96,53,242.5222946,35003.1875,4,1,9140,https://example.com/property/385
386,Rent,Townhouse,Kilimani,-1.379608193,36.99588644,10565991,KES,10565991,87650.29254,106,102,826.8895522,99679.16038,3,1,4897,https://example.com/property/386
387,Sale,Apartment,Juja,-1.412245473,36.83210086,22501490,KES,22501490,172802.3024,99,33,1745.477802,227287.7778,2,4,5122,https://example.com/property/387
388,Sale,Apartment,Kilimani,-1.454301123,36.59962298,17041769,KES,17041769,129594.281,291,142,445.3411719,58562.78007,4,2,6109,https://example.com/property/388
389,Sale,Villa,Runda,-1.420149596,36.52248072,21371718,KES,21371718,176816.9836,120,75,1473.474863,178097.65,5,4,3837,https://example.com/property/389
390,Sale,Studio,Westlands,-1.493391924,36.56317824,21265519,KES,21265519,198343.5113,192,47,1033.039121,110757.9115,4,3,9599,https://example.com/property/390
391,Sale,Apartment,Juja,-1.325022752,36.7812776,8982547,USD,8982547,85811.24539,195,72,440.0576687,46064.34359,4,5,6228,https://example.com/property/391
392,Sale,Studio,Westlands,-1.247330776,36.88258016,20295706,USD,20295706,201279.2415,131,109,1536.482759,154929.0534,5,3,5169,https://example.com/property/392
393,Rent,Apartment,Runda,-1.335305865,36.9702096,17387845,KES,17387845,121020.6206,165,122,733.4583067,105380.8788,4,2,7721,https://example.com/property/393
394,Rent,House,Mombasa Road,-1.434217811,36.50791159,13462554,KES,13462554,120390.834,154,132,781.7586626,87419.18182,5,4,1679,https://example.com/property/394
395,Sale,Townhouse,Kilimani,-1.489899247,36.76138007,13948852,KES,13948852,126147.9487,137,39,920.7879469,101816.438,5,1,8429,https://example.com/property/395
396,Rent,Apartment,Westlands,-1.435611578,36.73543368,24006444,USD,24006444,175483.4312,51,38,3440.851593,470714.5882,5,4,6487,https://example.com/property/396
397,Rent,Studio,Parklands,-1.375163572,36.82802751,4903124,USD,4903124,42268.01678,153,88,276.2615476,32046.56209,2,2,1236,https://example.com/property/397
398,Rent,House,Juja,-1.272116571,36.77978943,5792537,KES,5792537,46228.52112,133,60,347.5828656,43552.90977,3,1,7804,https://example.com/property/398
399,Rent,Apartment,Kileleshwa,-1.443647144,36.84351958,6147887,USD,6147887,56858.77958,275,185,206.7591985,22355.95273,2,3,3423,https://example.com/property/399
400,Sale,Villa,Lavington,-1.284062564,36.82904129,19332364,USD,19332364,130635.3033,92,89,1419.948949,210134.3913,5,5,2032,https://example.com/property/400
401,Rent,Townhouse,Gikambura,-1.239919959,36.55850586,16053104,KES,16053104,112590.8873,203,160,554.6349127,79079.33005,3,5,7339,https://example.com/property/401
402,Rent,Apartment,Kasarani,-1.363815946,36.89985896,4587542,KES,4587542,32038.26121,120,84,266.9855101,38229.51667,3,4,3940,https://example.com/property/402
403,Sale,House,Utawala,-1.253570403,36.56161629,23639379,USD,23639379,196440.3926,215,43,913.6762445,109950.6,5,3,6409,https://example.com/property/403
404,Sale,Villa,Upper Hill,-1.333602796,36.84926531,18120484,USD,18120484,131195.6156,143,87,917.4518575,126716.6713,3,2,4132,https://example.com/property/404
405,Rent,House,Utawala,-1.308872749,36.70807268,24633652,USD,24633652,229804.8041,91,54,2525.327518,270699.4725,3,5,8080,https://example.com/property/405
406,Rent,House,Juja,-1.342116462,36.75692537,16158337,KES,16158337,160890.0143,182,172,884.0110674,88782.07143,2,3,5942,https://example.com/property/406
407,Rent,Villa,Mombasa Road,-1.361048185,36.95164901,9234408,KES,9234408,91431.00733,188,31,486.3351454,49119.19149,3,4,7961,https://example.com/property/407
408,Rent,House,Utawala,-1.429603967,36.94494186,20401989,KES,20401989,157751.2974,114,53,1383.783311,178964.8158,5,1,8730,https://example.com/property/408
409,Rent,Villa,Juja,-1.409041782,36.90892815,10581002,USD,10581002,86185.74533,83,43,1038.382474,127481.9518,1,4,1633,https://example.com/property/409
410,Rent,Apartment,Parklands,-1.413008964,36.75507419,21794744,USD,21794744,173110.4936,169,93,1024.322447,128962.9822,1,4,7822,https://example.com/property/410
411,Sale,Villa,Kilimani,-1.331013321,36.86811991,4678332,KES,4678332,46609.39377,50,45,932.1878755,93566.64,1,3,5103,https://example.com/property/411
412,Rent,Villa,Utawala,-1.464013892,36.75644853,4002021,USD,4002021,33037.87595,260,228,127.0687536,15392.38846,5,5,7487,https://example.com/property/412
413,Rent,Townhouse,Gikambura,-1.224962493,36.93480304,5185132,KES,5185132,38153.06823,179,129,213.1456326,28967.21788,1,3,4446,https://example.com/property/413
414,Sale,Villa,Parklands,-1.283803456,36.70138792,16372225,USD,16372225,134050.5769,262,143,511.6434234,62489.4084,2,1,6738,https://example.com/property/414
415,Sale,Villa,Lavington,-1.379566311,36.98511767,20069223,KES,20069223,146907.8539,197,53,745.7251467,101874.2284,5,3,4098,https://example.com/property/415
416,Sale,Apartment,Parklands,-1.452412757,36.96616138,18446786,USD,18446786,165218.355,110,56,1501.985046,167698.0545,5,2,9097,https://example.com/property/416
417,Sale,Townhouse,Juja,-1.235402349,36.87080131,13884598,USD,13884598,98712.38621,264,194,373.9105538,52593.17424,5,4,6476,https://example.com/property/417
418,Rent,Studio,Nairobi Central,-1.252866573,36.63970794,18196020,KES,18196020,140594.9651,198,120,710.0755815,91899.09091,3,5,9253,https://example.com/property/418
419,Rent,Apartment,Runda,-1.283483534,36.56582679,15453218,KES,15453218,139799.8547,137,68,1020.436895,112797.2117,3,1,6181,https://example.com/property/419
420,Rent,Apartment,Embakasi,-1.418535886,36.92735173,5928785,KES,5928785,53013.19556,117,92,453.1042356,50673.37607,3,4,2817,https://example.com/property/420
421,Rent,Studio,Parklands,-1.379266009,36.58265114,17931903,KES,17931903,136466.4774,176,55,775.3777125,101885.8125,4,3,9824,https://example.com/property/421
422,Rent,Villa,Donholm,-1.469175524,36.92713039,18705328,KES,18705328,132195.9525,189,94,699.449484,98969.98942,2,2,5887,https://example.com/property/422
423,Rent,House,Nairobi Central,-1.443288143,36.7453825,12758579,USD,12758579,105633.6501,71,33,1487.797889,179698.2958,5,3,3598,https://example.com/property/423
424,Sale,Townhouse,Utawala,-1.265095009,36.70327839,7791164,KES,7791164,69000.24372,197,186,350.2550443,39549.05584,5,4,3653,https://example.com/property/424
425,Rent,House,Juja,-1.285488384,36.95159539,4612119,KES,4612119,32173.70302,131,30,245.6007864,35207.01527,3,1,2454,https://example.com/property/425
426,Sale,Studio,Runda,-1.321954271,36.80192549,18516706,KES,18516706,138739.939,178,79,779.4378596,104026.4382,5,5,2138,https://example.com/property/426
427,Sale,Apartment,Westlands,-1.231281982,36.788307,9277120,KES,9277120,75790.81734,79,75,959.3774347,117431.8987,5,4,6807,https://example.com/property/427
428,Rent,Apartment,Ruiru,-1.325020045,36.77938297,7216803,KES,7216803,58015.2131,175,168,331.5155034,41238.87429,1,1,4192,https://example.com/property/428
429,Sale,Townhouse,Kileleshwa,-1.3599096,36.68558476,12015448,USD,12015448,109020.4173,146,103,746.7151871,82297.58904,5,4,7116,https://example.com/property/429
430,Rent,Apartment,Nairobi Central,-1.397888776,36.89282155,13022832,KES,13022832,99153.48684,73,46,1358.266943,178394.9589,4,2,4759,https://example.com/property/430
431,Sale,Apartment,Embakasi,-1.217865448,36.62639922,12835003,KES,12835003,108829.1998,63,55,1727.447616,203730.2063,3,3,4029,https://example.com/property/431
432,Rent,Townhouse,Gikambura,-1.475185362,36.96944748,22360893,KES,22360893,149289.3296,85,77,1756.345054,263069.3294,2,5,6095,https://example.com/property/432
433,Sale,Townhouse,Westlands,-1.220733788,36.9469926,12260513,USD,12260513,98867.78881,246,50,401.9015805,49839.48374,2,1,1063,https://example.com/property/433
434,Rent,Studio,South B,-1.251985602,36.66874016,3143704,USD,3143704,25292.42691,252,170,100.3667735,12475.01587,1,5,2345,https://example.com/property/434
435,Rent,Apartment,Westlands,-1.461021023,36.86473188,18366031,KES,18366031,143157.3803,73,38,1961.060003,251589.4658,2,5,1974,https://example.com/property/435
436,Rent,Apartment,South B,-1.330504693,36.7866116,16723361,KES,16723361,114670.9631,237,168,483.8437262,70562.70464,2,5,5161,https://example.com/property/436
437,Rent,Studio,Nairobi Central,-1.240035605,36.66882465,11454364,USD,11454364,81792.98756,144,104,568.0068581,79544.19444,3,1,6962,https://example.com/property/437
438,Rent,Villa,Ngara,-1.328457251,36.99426082,18923094,USD,18923094,154403.0179,104,99,1484.644403,181952.8269,3,1,9649,https://example.com/property/438
439,Sale,Villa,Kilimani,-1.227840054,36.51261867,12755672,USD,12755672,93836.57957,254,158,369.4353526,50219.1811,4,5,7596,https://example.com/property/439
440,Sale,Villa,Kileleshwa,-1.217104855,36.62632302,10775872,KES,10775872,83332.48852,257,147,324.2509281,41929.46304,1,3,4330,https://example.com/property/440
441,Sale,Studio,Embakasi,-1.373284643,36.76003703,7714386,KES,7714386,61904.09237,73,35,848.0012653,105676.5205,2,4,2740,https://example.com/property/441
442,Rent,Apartment,Runda,-1.386805902,36.7609765,5396640,USD,5396640,49232.3238,254,234,193.8280465,21246.61417,4,5,7055,https://example.com/property/442
443,Sale,Studio,Kilimani,-1.219103654,36.79446654,16626273,KES,16626273,134957.0056,201,85,671.4278883,82717.77612,1,2,7321,https://example.com/property/443
444,Rent,Studio,Ngara,-1.297457982,36.87583809,9375247,USD,9375247,83490.68847,231,60,361.4315518,40585.48485,2,5,2954,https://example.com/property/444
445,Rent,Villa,Kasarani,-1.465193196,36.81173892,17311147,USD,17311147,118779.3102,75,51,1583.724136,230815.2933,2,1,1279,https://example.com/property/445
446,Sale,House,Lavington,-1.487312475,36.80014073,9994791,USD,9994791,85593.57575,243,66,352.2369372,41130.82716,3,4,3391,https://example.com/property/446
447,Sale,Apartment,Upper Hill,-1.330611285,36.52675723,23055478,KES,23055478,156188.4566,129,76,1210.76323,178724.6357,5,2,7439,https://example.com/property/447
448,Rent,Villa,Juja,-1.22094871,36.68826514,11246673,USD,11246673,88799.26975,215,120,413.0198593,52310.10698,1,4,1961,https://example.com/property/448
449,Sale,House,Kasarani,-1.246725389,36.61602787,10421473,USD,10421473,79204.23523,287,157,275.9729451,36311.75261,2,4,7827,https://example.com/property/449
450,Rent,House,Mombasa Road,-1.297245676,36.63268506,4916796,KES,4916796,38670.16241,114,76,339.211951,43129.78947,1,2,2217,https://example.com/property/450
451,Rent,Townhouse,Upper Hill,-1.458265245,36.77716874,4286188,USD,4286188,40257.60323,290,255,138.8193215,14779.95862,4,5,9566,https://example.com/property/451
452,Rent,Apartment,Runda,-1.423730585,36.59975266,11822405,KES,11822405,99522.68214,124,93,802.6022753,95341.97581,4,5,7007,https://example.com/property/452
453,Rent,House,Embakasi,-1.237346632,36.64697455,18960084,USD,18960084,180645.6815,228,228,792.3056206,83158.26316,5,5,5130,https://example.com/property/453
454,Rent,Villa,Gikambura,-1.445157829,36.61854235,22863161,KES,22863161,174331.3883,212,199,822.3178694,107845.0991,2,3,2392,https://example.com/property/454
455,Sale,Townhouse,Kilimani,-1.416468178,36.97425147,23945989,USD,23945989,195727.1775,92,77,2127.469321,260282.4891,3,5,3076,https://example.com/property/455
456,Sale,Apartment,Upper Hill,-1.461119805,36.97233287,17670696,USD,17670696,127219.5219,78,39,1631.019512,226547.3846,2,2,9966,https://example.com/property/456
457,Rent,Studio,Ruiru,-1.297167531,36.80497078,17817327,USD,17817327,160482.4487,214,110,749.9179845,83258.53738,1,3,5316,https://example.com/property/457
458,Rent,Villa,Runda,-1.216805308,36.96226123,10948838,USD,10948838,101164.2769,130,59,778.186745,84221.83077,4,5,7196,https://example.com/property/458
459,Sale,House,Kilimani,-1.419309591,36.89290632,21561310,USD,21561310,179204.7642,235,178,762.5734646,91750.25532,1,3,5589,https://example.com/property/459
460,Sale,House,Utawala,-1.357378018,36.79497394,13533405,KES,13533405,92485.97412,103,89,897.9220788,131392.2816,5,2,9142,https://example.com/property/460
461,Rent,Villa,Donholm,-1.309698078,36.50321761,20016824,KES,20016824,147702.6483,88,42,1678.439185,227463.9091,4,5,7260,https://example.com/property/461
462,Sale,House,Ruiru,-1.200160126,36.88625814,16130483,USD,16130483,133369.0972,91,30,1465.594475,177258.0549,3,1,9471,https://example.com/property/462
463,Rent,Townhouse,South B,-1.468557581,36.85124417,6662097,USD,6662097,52931.08215,205,94,258.2004007,32498.03415,4,2,8897,https://example.com/property/463
464,Sale,Apartment,Kasarani,-1.35042876,36.80762683,11737723,USD,11737723,112634.5814,78,76,1444.033094,150483.6282,2,4,5841,https://example.com/property/464
465,Rent,Townhouse,Kilimani,-1.384463964,36.88021216,11054515,KES,11054515,74077.627,220,62,336.7164864,50247.79545,2,4,8161,https://example.com/property/465
466,Sale,House,Westlands,-1.24025395,36.75646108,7297084,KES,7297084,54733.45342,180,67,304.0747412,40539.35556,4,2,2059,https://example.com/property/466
467,Rent,Studio,Westlands,-1.357209681,36.85204164,17074334,USD,17074334,149420.7019,293,54,509.9682658,58274.17747,5,4,2922,https://example.com/property/467
468,Sale,Apartment,Kilimani,-1.466706743,36.96758604,22923459,KES,22923459,177302.0696,187,183,948.1394099,122585.3422,2,2,7101,https://example.com/property/468
469,Sale,Apartment,Embakasi,-1.309672756,36.68790251,7042942,USD,7042942,66774.12538,236,234,282.9412092,29842.97458,2,1,5592,https://example.com/property/469
470,Rent,Villa,Ruiru,-1.268765815,36.85406092,20630375,USD,20630375,139120.102,283,88,491.5904666,72898.85159,3,2,7349,https://example.com/property/470
471,Sale,Villa,Embakasi,-1.499135625,36.73784391,23676104,USD,23676104,217732.8254,191,190,1139.962437,123958.6597,4,5,3473,https://example.com/property/471
472,Rent,Studio,Upper Hill,-1.242312994,36.83719983,20672812,KES,20672812,156137.2758,253,130,617.1433825,81710.71937,2,5,9108,https://example.com/property/472
473,Sale,Apartment,Westlands,-1.4441931,36.88144667,10648392,USD,10648392,94843.98083,224,156,423.4106287,47537.46429,5,3,9096,https://example.com/property/473
474,Rent,Studio,Nairobi Central,-1.334379191,36.52272625,22208345,USD,22208345,163443.1895,91,70,1796.079005,244047.7473,1,4,7748,https://example.com/property/474
475,Sale,Villa,Kileleshwa,-1.37526075,36.82330022,16165955,USD,16165955,116434.9655,143,59,814.2305277,113048.6364,4,4,5549,https://example.com/property/475
476,Rent,Villa,Ruiru,-1.284103855,36.61337059,4600720,KES,4600720,34418.23931,209,86,164.6805709,22013.01435,3,2,1594,https://example.com/property/476
477,Sale,Apartment,Nairobi Central,-1.388651516,36.83501627,22382543,KES,22382543,171218.5704,81,78,2113.809512,276327.6914,2,4,6452,https://example.com/property/477
478,Rent,Townhouse,Ruiru,-1.239071047,36.73416509,22996814,KES,22996814,159011.6489,219,77,726.0805886,105008.2831,5,5,1506,https://example.com/property/478
479,Sale,House,Utawala,-1.280851092,36.88677637,14671416,USD,14671416,141164.5095,209,101,675.4282749,70198.16268,4,1,5889,https://example.com/property/479
480,Rent,Villa,Ruiru,-1.305686049,36.56170041,17425907,KES,17425907,149519.8988,75,30,1993.598651,232345.4267,5,2,8637,https://example.com/property/480
481,Rent,Villa,Kilimani,-1.261127821,36.81316118,19708676,USD,19708676,175321.672,164,41,1069.034585,120174.8537,5,4,9212,https://example.com/property/481
482,Rent,Townhouse,Kilimani,-1.27379309,36.63923536,11979219,KES,11979219,80181.81409,178,98,450.4596297,67298.98315,3,5,2399,https://example.com/property/482
483,Sale,Townhouse,South B,-1.489218398,36.926491,16015118,USD,16015118,134051.9503,105,35,1276.685241,152524.9333,4,3,4201,https://example.com/property/483
484,Rent,Studio,Runda,-1.381579694,36.96419175,16320814,KES,16320814,119452.0834,171,118,698.5501952,95443.35673,2,4,8854,https://example.com/property/484
485,Sale,Studio,Gikambura,-1.220757811,36.99819915,18371868,USD,18371868,136862.188,155,94,882.9818578,118528.1806,3,1,7763,https://example.com/property/485
486,Rent,House,Westlands,-1.462282719,36.8980037,11817164,KES,11817164,106842.0436,179,54,596.8829251,66017.67598,2,1,8962,https://example.com/property/486
487,Sale,House,Parklands,-1.278871035,36.87686704,17260995,KES,17260995,154185.0191,130,30,1186.038608,132776.8846,1,4,6190,https://example.com/property/487
488,Rent,Apartment,Westlands,-1.207622457,36.60775038,23452265,KES,23452265,205605.7835,207,189,993.2646544,113295.9662,5,4,6681,https://example.com/property/488
489,Sale,Studio,Kileleshwa,-1.484340411,36.66800353,9626924,USD,9626924,79854.13368,169,160,472.5096668,56964.04734,1,5,4678,https://example.com/property/489
490,Sale,Villa,Kasarani,-1.295341836,36.73284127,9045001,KES,9045001,80964.05612,280,78,289.1573433,32303.575,5,4,1336,https://example.com/property/490
491,Rent,Studio,Kileleshwa,-1.359553758,36.88669052,3496232,KES,3496232,34622.13189,248,176,139.6053705,14097.70968,3,3,2667,https://example.com/property/491
492,Sale,Villa,Gikambura,-1.326247423,36.95748293,23411399,KES,23411399,162613.4296,101,89,1610.033956,231796.0297,2,5,1909,https://example.com/property/492
493,Sale,Townhouse,Juja,-1.474397599,36.59456955,13075631,KES,13075631,88181.73491,140,136,629.8695351,93397.36429,2,2,9467,https://example.com/property/493
494,Rent,Studio,Gikambura,-1.487097914,36.96118374,22406189,USD,22406189,191377.4544,186,186,1028.911045,120463.3817,3,3,9204,https://example.com/property/494
495,Sale,Townhouse,Ruiru,-1.299940002,36.84781233,13435327,KES,13435327,114905.1741,71,31,1618.382733,189229.9577,4,5,6122,https://example.com/property/495
496,Sale,House,Embakasi,-1.253007171,36.80538537,23689885,USD,23689885,236061.797,83,38,2844.118036,285420.3012,1,5,9153,https://example.com/property/496
497,Sale,House,Runda,-1.2653954,36.59992064,6991818,USD,6991818,52172.866,159,139,328.1312327,43973.69811,1,1,1973,https://example.com/property/497
498,Rent,Apartment,Ngara,-1.336858282,36.52776252,11164962,USD,11164962,79031.67232,98,65,806.4456359,113928.1837,2,5,5270,https://example.com/property/498
499,Sale,Studio,Westlands,-1.470039954,36.78423245,23556260,USD,23556260,219474.2282,178,90,1233.001282,132338.5393,2,3,2408,https://example.com/property/499
500,Rent,Townhouse,Lavington,-1.293586667,36.82575784,8070121,KES,8070121,74734.88673,122,46,612.5810388,66148.53279,2,4,3288,https://example.com/property/500
501,Sale,Villa,Westlands,-1.427433335,36.60539072,3250231,USD,3250231,23298.45176,133,78,175.176329,24437.82707,3,3,9738,https://example.com/property/501
502,Sale,House,Upper Hill,-1.226679389,36.7782281,12450124,USD,12450124,95173.85641,102,89,933.0770236,122060.0392,4,2,2218,https://example.com/property/502
503,Sale,House,Westlands,-1.248520392,36.9282467,15963083,USD,15963083,156128.8171,260,177,600.4954504,61396.47308,1,5,2420,https://example.com/property/503
504,Rent,Villa,Ngara,-1.28718511,36.91753297,24512740,USD,24512740,186938.4235,149,79,1254.620292,164515.0336,5,5,4377,https://example.com/property/504
505,Sale,Townhouse,Embakasi,-1.215346213,36.96367759,23149321,KES,23149321,200520.9694,173,160,1159.080748,133811.104,3,5,8501,https://example.com/property/505
506,Sale,Townhouse,Kasarani,-1.490573454,36.6829429,3978935,KES,3978935,33595.58192,217,72,154.8183498,18336.10599,1,5,5098,https://example.com/property/506
507,Rent,Studio,South B,-1.279139872,36.65902479,8267528,USD,8267528,59699.13144,94,86,635.097143,87952.42553,4,1,3738,https://example.com/property/507
508,Sale,Studio,South B,-1.400927166,36.874713,12419059,USD,12419059,88362.4712,245,79,360.6631477,50690.03673,3,1,8619,https://example.com/property/508
509,Rent,Apartment,Kilimani,-1.228180234,36.7155562,21907334,USD,21907334,182533.9931,186,66,981.3655544,117781.3656,1,4,2842,https://example.com/property/509
510,Rent,House,South B,-1.419997441,36.54377433,3420993,KES,3420993,23215.57839,154,75,150.750509,22214.24026,3,5,9938,https://example.com/property/510
511,Sale,Studio,Ruiru,-1.28254305,36.64140057,6401461,KES,6401461,53202.24537,199,199,267.3479667,32168.14573,1,2,3816,https://example.com/property/511
512,Rent,Townhouse,Donholm,-1.236705894,36.70929114,22038007,KES,22038007,159013.7852,195,44,815.4553089,113015.4205,1,4,1494,https://example.com/property/512
513,Sale,Villa,Utawala,-1.487502954,36.64625821,11634939,KES,11634939,93683.68692,253,190,370.2912526,45987.90119,4,5,7560,https://example.com/property/513
514,Rent,Townhouse,Utawala,-1.380705726,36.66610279,16674086,KES,16674086,115091.6305,155,109,742.5266486,107574.7484,5,1,6510,https://example.com/property/514
515,Rent,House,Nairobi Central,-1.27130729,36.64688795,24378534,USD,24378534,167679.0627,92,40,1822.598508,264984.0652,4,2,4444,https://example.com/property/515
516,Sale,Townhouse,Kileleshwa,-1.363524333,36.52074958,23858006,KES,23858006,228588.808,216,177,1058.281519,110453.7315,1,4,8543,https://example.com/property/516
517,Rent,Apartment,Kileleshwa,-1.419824211,36.81854735,16430428,KES,16430428,111905.0932,250,53,447.6203729,65721.712,3,2,8562,https://example.com/property/517
518,Rent,House,Donholm,-1.434058395,36.79864621,5752690,USD,5752690,40719.29969,183,154,222.5098344,31435.46448,4,5,4994,https://example.com/property/518
519,Rent,Villa,Parklands,-1.46054452,36.82669175,17928068,KES,17928068,128456.269,260,221,494.0625731,68954.10769,5,3,8253,https://example.com/property/519
520,Rent,Apartment,Mombasa Road,-1.242861132,36.59615495,4003510,KES,4003510,36380.47501,97,94,375.0564434,41273.29897,1,2,1045,https://example.com/property/520
521,Rent,House,Lavington,-1.327393379,36.64782727,15600030,KES,15600030,111225.4335,175,117,635.5739057,89143.02857,4,2,3057,https://example.com/property/521
522,Sale,Villa,Donholm,-1.477084517,36.80980796,20848408,USD,20848408,146297.8039,288,117,507.9784859,72390.30556,4,1,1663,https://example.com/property/522
523,Rent,Apartment,Kileleshwa,-1.385225903,36.79981378,17811934,KES,17811934,155620.4827,56,38,2778.937191,318070.25,4,5,5668,https://example.com/property/523
524,Sale,Apartment,Runda,-1.389679905,36.75316515,23192689,USD,23192689,157118.1968,257,243,611.3548514,90243.92607,4,2,3029,https://example.com/property/524
525,Rent,House,Donholm,-1.445478243,36.67520663,4860371,USD,4860371,47421.48881,246,233,192.7702797,19757.60569,3,5,6717,https://example.com/property/525
526,Sale,Studio,Embakasi,-1.369347712,36.9564655,15585707,KES,15585707,144989.4406,65,46,2230.606779,239780.1077,5,1,3696,https://example.com/property/526
527,Sale,Apartment,Lavington,-1.40037019,36.66988512,14899372,KES,14899372,117429.719,178,155,659.7175225,83704.33708,5,5,9831,https://example.com/property/527
